خَمْسَةَ عَشَر,khamsata ashar,o‘n besh,пятнадцать,Sonlar,21
سِتَّةَ عَشَر,sittata ashar,o‘n olti,шестнадцать,Sonlar,21
سَبْعَةَ عَشَر,sab'ata ashar,o‘n yetti,семнадцать,Sonlar,21
ثَمَانِيَةَ عَشَر,thamaaniyata ashar,o‘n sakkiz,восемнадцать,Sonlar,21
تِسْعَةَ عَشَر,tis'ata ashar,o‘n to‘qqiz,девятнадцать,Sonlar,21
عِشْرُون,ishruun,yigirma,двадцать,Sonlar,21
ثَلَاثُون,thalaathuun,o‘ttiz,тридцать,Sonlar,21
أَرْبَعُون,arba'uun,qirq,сорок,Sonlar,21
خَمْسُون,khamsuun,ellik,пятьдесят,Sonlar,21
سِتُّون,sittuun,oltmish,шестьдесят,Sonlar,21
سَبْعُون,sab'uun,yetmish,семьдесят,Sonlar,21
ثَمَانُون,thamaanuun,sakson,восемьдесят,Sonlar,21
تِسْعُون,tis'uun,to‘qson,девяносто,Sonlar,21
مِئَة,mi'a,yuz,сто,Sonlar,21
أَلْف,alf,ming,тысяча,Sonlar,21
أَوَّل,awwal,birinchi,первый,Tartib sonlar,21
ثَانِي,thaani,ikkinchi,второй,Tartib sonlar,21
ثَالِث,thaalith,uchinchi,третий,Tartib sonlar,21
رَابِع,raabi',to‘rtinchi,четвёртый,Tartib sonlar,21
خَامِس,khaamis,beshinchi,пятый,Tartib sonlar,21
سَادِس,saadis,oltinchi,шестой,Tartib sonlar,21
سَابِع,saabi',yettinchi,седьмой,Tartib sonlar,21
ثَامِن,thaamin,sakkizinchi,восьмой,Tartib sonlar,21
تَاسِع,taasi',to‘qqizinchi,девятый,Tartib sonlar,21
عَاشِر,aashir,o‘ninchi,десятый,Tartib sonlar,21
نِصْف,nisf,yarim,половина,Sonlar,21
ثُلُث,thuluth,uchdan bir,треть,Sonlar,21
رُبْع,rub',chorak,четверть,Sonlar,21
زَوْج,zawj,juft,пара,Sonlar,21
عَدَد,adad,son,число,Sonlar,21
زَائِد,zaa'id,ortiqcha,лишний,Sonlar,21
نَاقِص,naaqis,kam,недостаточный,Sonlar,21
مَجْمُوع,majmuu',yig‘indi,сумма,Sonlar,21
سَالِب,saalib,minus,минус,Sonlar,21
مُوجَب,muujab,plyus,плюс,Sonlar,21
رِحْلَة,rihla,safar,поездка,Sayohat,22
فُنْدُق,funduq,mehmonxona,отель,Sayohat,22
حَجْز,hajz,bron,бронь,Sayohat,22
جَوَاز,javaaz,pasport,паспорт,Sayohat,22
تَأْشِيرَة,ta'shiira,viza,виза,Sayohat,22
حَقِيبَة,sanduuq? ,chamadon,чемодан,Sayohat,22
جَمْرُك,jamruk,bojxona,таможня,Sayohat,22
مُسْتَنَد,mustanad,hujjat,документ,Sayohat,22
مَسَار,masaar,marshrut,маршрут,Sayohat,22
خُطُوط,khutuṭ,yo‘nalishlar,линии,Sayohat,22
خَارِج,khaarij,tashqariga,за границу,Sayohat,22
دَاخِل,daakhil,ichkarida,внутри,Sayohat,22
سِيَاحَة,siyaaha,turizm,туризм,Sayohat,22
مَرْشَد,marshad,gid,гид,Sayohat,22
مَتْحَف,mathaf,muzey,музей,Sayohat,22
مَعْلَم,ma'lam,diqqatga sazovor joy,достопримечательность,Sayohat,22
شَاطِئ,shaat'i',sohil,пляж,Sayohat,22
جَزِيرَة,jaziira,orol,остров,Sayohat,22
قَلْعَة,qal'a,qal’a,крепость,Sayohat,22
سُور,suur,devor,стена,Sayohat,22
بَوَّابَة,bawwaaba,darvoza,ворота,Sayohat,22
مَرْكَب,markab,kema,корабль,Sayohat,22
تَجْوَال,tajwaal,sayr,прогулка,Sayohat,22
جَوّ,jaww,iqlim/havo,погода,Sayohat,22
دَلِيل,daliil,qo‘llanma,путеводитель,Sayohat,22
خَرِيطَة,khariita,xarita,карта,Sayohat,22
مَسَافَة,masaafa,masofa,расстояние,Sayohat,22
تَصْوِير,taswiir,suratga olish,фотосъёмка,Sayohat,22
مَنْظَر,manzar,manzara,вид,Sayohat,22
جَمِيع,jamii',hammasi,все,Sayohat,22
بَعْض,ba'd,bir qismi,некоторые,Sayohat,22
خَطِير,khatir,xavfli,опасный,Sayohat,22
آمِن,aamin,xavfsiz,безопасный,Sayohat,22
مَفْتُوح,maftuuh,ochiq,открыто,Sayohat,22
مُغْلَق,mughlaq,yopiq,закрыто,Sayohat,22
مَجَّانًا,majjaanan,bepul,бесплатно,Sayohat,22
غَالِي,ghaali,qimmat,дорогой,Sayohat,22
رَخِيص,rakhiis,arzon,дешёвый,Sayohat,22
تِذْكَار,tidhkaar,sovg‘a,сувенир,Sayohat,22
سُوق هَدَايَا,suuq hadaayaa,sovg‘alar bozori,рынок сувениров,Sayohat,22
حَجّ,hajj,haj,хадж,Sayohat,22
عُمْرَة,umra,umra,умра,Sayohat,22
مَوْسِم,mawsim,mavsum,сезон,Sayohat,22
صَيْف,sayf,yoz,лето,Sayohat,22
شِتَاء,shitaa,qish,зима,Sayohat,22
رَبِيع,rabii',bahor,весна,Sayohat,22
خَرِيف,khariif,kuz,осень,Sayohat,22
مَكَن,makaan,joy,место,Sayohat,22
اِسْتِرْخَاء,istirkhaa,dam olish,отдых,Sayohat,22
مُغَامَرَة,mughaamara,sarguzasht,приключение,Sayohat,22
نُقُود,nuquud,pullar,деньги,Sayohat,22
بَقَّالَة,baqqaala,baqqollik,продуктовый,Savdo,23
جَزَّار,jazzaar,qassob,мясник,Savdo,23
مَخْبَز,makh baz,nonvoyxona,пекарня,Savdo,23
خُضَار,khuḍaar,sabzavotlar,овощи,Savdo,23
فَوَاكِه,fawaakih,mevalar,фрукты,Savdo,23
ثَمَن,thaman,narx,цена,Savdo,23
مِيزَان,miizaan,tarozi,весы,Savdo,23
كِيلُو,kiilu,kilogramm,килограмм,Savdo,23
لِتْر,litr,litr,литр,Savdo,23
رَطْل,ratl,funt,фунт,Savdo,23
تَخْفِيض,takhfiid,chegirma,скидка,Savdo,23
عَرْض,ard,taklif,предложение,Savdo,23
سِلْعَة,sil'a,tovar,товар,Savdo,23
جَوْدَة,jawda,sifat,качество,Savdo,23
نَوْع,naw',tur,вид,Savdo,23
مَقَاس,maqaas,o‘lcham,размер,Savdo,23
لَوْن,lawn,rang,цвет,Savdo,23
مَدْفُوع, madfuu',to‘langan,оплачено,Savdo,23
غَيْر مَدْفُوع,ghayr madfuu',to‘lanmagan,не оплачено,Savdo,23
إِيصَال,iisaal,chek,чек,Savdo,23
فَاتُورَة,fatuura,hisob,счёт,Savdo,23
مَصْرَف,masraf,xarajat,расход,Savdo,23
دَخْل,dakhl,kirim,доход,Savdo,23
رِبْح,ribh,foyda,прибыль,Savdo,23
مَخْزَن,makhzan,ombor,склад,Savdo,23
بِضَاعَة,bidaa'a,zaxira,tovar,Savdo,23
طَلَبِيَّة,talabiyya,zakaz,заказ,Savdo,23
تَسْلِيم,tasliim,yetkazish,доставка,Savdo,23
عُنْوَان,unwaan,manzil,адрес,Savdo,23
زَبُون,zabuun,mijoz,клиент,Savdo,23
مُشْتَرِي,mushtari,xaridor,покупатель,Savdo,23
بَائِع,baa'i',sotuvchi,продавец,Savdo,23
نَقْدًا,naqdan,naqd,наличными,Savdo,23
بِالْبِطَاقَة,bil-bitaaqa,karta bilan,картой,Savdo,23
تَقْسِيط,taqsiit,bo‘lib to‘lash,рассрочка,Savdo,23
مُقَايَضَة,muqaayaḍa,barter,бартер,Savdo,23
غِش,ghish,aldov,обман,Savdo,23
مُزَيَّف,muzayyaf,soxta,поддельный,Savdo,23
أَصْلِي,asliy,asl,оригинальный,Savdo,23
ضَمَان,ḍamaan,kafolat,гарантия,Savdo,23
إِرْجَاع,irjaa',qaytarish,возврат,Savdo,23
تَبْدِيل,tabdiil,almashtirish,обмен,Savdo,23
خَدْمَة,khidma,xizmat,услуга,Savdo,23
مَتْجَر,matjar,do‘kon,магазин,Savdo,23
مَرْكَز تِجَارِي,markaz tijaari,savdo markazi,торговый центр,Savdo,23
رُكْن,rukn,bo‘lim,отдел,Savdo,23
رَفّ,raff,polka,полка,Savdo,23
عَلَامَة,alaama,belgi,метка,Savdo,23
سِعْر مُنَاسِب,si'r munaasib,mos narx,приемлемая цена,Savdo,23
قِطَاع,qitaa',sektor,сектор,Savdo,23
مَجَال,majaal,soha,сфера,Savdo,23
صَدِيق,sadiiq,do‘st,друг,Munosabat,24
صَدِيقَة,sadiiqah,dugona,подруга,Munosabat,24
جَار,jaar,qo‘shni,сосед,Munosabat,24
جَارَة,jaarah,qo‘shni ayol,соседка,Munosabat,24
قَرِيب,qariib,qarindosh,родственник,Munosabat,24
عَائِلَة,aa'ila,oila,семья,Munosabat,24
زَوْج,zawj,er,муж,Munosabat,24
زَوْجَة,zawja,ayol,жена,Munosabat,24
اِبْن,ibn,o‘g‘il,сын,Munosabat,24
اِبْنَة,ibna,qiz,дочь,Munosabat,24
حَفِيد,hafiid,nevara,внук,Munosabat,24
حَفِيدَة,hafiida,nevara qiz,внучка,Munosabat,24
عَمّ,amm,amakı,дядя,Munosabat,24
عَمَّة,ammah,amma,тётя,Munosabat,24
خَال,khaal,tog‘a,дядя по матери,Munosabat,24
خَالَة,khaalah,xola,тётя по матери,Munosabat,24
زَمِيل,zamiil,hamkasb,коллега,Munosabat,24
زَمِيلَة,zamiilah,hamkasb ayol,коллега,Munosabat,24
مُدِير,mudiir,rahbar,руководитель,Munosabat,24
مُدِيرَة,mudiirah,rahbar ayol,руководитель,Munosabat,24
مُعَلِّم,muallim,o‘qituvchi,учитель,Munosabat,24
مُعَلِّمَة,muallimah,o‘qituvchi ayol,учительница,Munosabat,24
طَبِيب,tabiib,shifokor,врач,Munosabat,24
مُمَرِّضَة,mumarridah,hamshira,медсестра,Munosabat,24
شُرْطِي,shurṭiy,politsiya,полицейский,Munosabat,24
إِطْفَائِي,itfaa'iy,o‘t o‘chiruvchi,пожарный,Munosabat,24
سَاعِد,saa'id,yordamchi,помощник,Munosabat,24
رَئِيس,ra'iis,boshliq,начальник,Munosabat,24
عَضْو,udw,a’zo,член,Munosabat,24
فَرِيق,farii q,jamoa,команда,Munosabat,24
مَجْمُوعَة,majmuu'ah,guruh,группа,Munosabat,24
عَلَاقَة,alaaqa,aloqa,отношение,Munosabat,24
صِلَة,sila,bog‘liqlik,связь,Munosabat,24
مَحَبَّة,mahabba,muhabbat,любовь,Munosabat,24
اِحْتِرَام,ihtiraam,hurmat,уважение,Munosabat,24
ثِقَة,thiqah,ishonch,доверие,Munosabat,24
صِدْق,sidq,rostlik,честность,Munosabat,24
كَذِب,kadhib,yolg‘on,ложь,Munosabat,24
خِلَاف,khilaaf,janjal,конфликт,Munosabat,24
مُشَاجَرَة,mushaajara,urish,ссора,Munosabat,24
مُصَالَحَة,musaalaha,yarashish,примирение,Munosabat,24
وَعْد,wa'd,va’da,обещание,Munosabat,24
مُسَاعَدَة,musaa'ada,yordam,помощь,Munosabat,24
نَصِيحَة,nasiihah,maslahat,совет,Munosabat,24
شُكْر,shukr,shukr,благодарность,Munosabat,24
هَدِيَّة,hadiyya,sovg‘a,подарок,Munosabat,24
اِحْتِفَال,ihtifaal,bayram,праздник,Munosabat,24
دَعْوَة,da'wa,taklifnoma,приглашение,Munosabat,24
زِيَارَة,ziyaara,tashrif,визит,Munosabat,24
مُقَابَلَة,muqaabala,uchrashuv,встреча,Munosabat,24
مُكَالَمَة,mukaalama,telefonlashuv,звонок,Munosabat,24
رِسَالَة,risaala,xat,письмо,Munosabat,24
مَشَاعِر,mashaa'ir,hissiyotlar,чувства,Munosabat,24
فَرَح,farah,xursandchilik,радость,Hissiyot,25
حُزْن,huzn,g‘am,грусть,Hissiyot,25
غَضَب,ghadab,jahldorlik,гнев,Hissiyot,25
خَوْف,khawf,qo‘rquv,страх,Hissiyot,25
دَهْشَة,dahsha,hayrat,удивление,Hissiyot,25
أَمَل,amal,umid,надежда,Hissiyot,25
يَأْس,ya's,umidsizlik,отчаяние,Hissiyot,25
رَاحَة,raaha,rohat,комфорт,Hissiyot,25
تَوَتُّر,tawattur,stress,стресс,Hissiyot,25
قَلَق,qalaq,tashvish,тревога,Hissiyot,25
سَعَادَة,sa'aada,baxt,счастье,Hissiyot,25
ضِحْك,dihk,kulgi,смех,Hissiyot,25
بُكَاء,bukaa,yig‘i,плач,Hissiyot,25
اِبْتِسَامَة,ibtisaama,tabassum,улыбка,Hissiyot,25
صَبْر,sabr,sabr,терпение,Hissiyot,25
غَيْرَة,ghayra,hasad,ревность,Hissiyot,25
كَسَل,kasal,erinchoqlik,лень,Hissiyot,25
نَشَاط,nashaat,faollik,активность,Hissiyot,25
حَمَاس,hamaas,shijoat,энтузиазм,Hissiyot,25
طُمَأْنِينَة,tumaniina,xotirjamlik,спокойствие,Hissiyot,25
تَعَاوُن,ta'aawun,hamkorlik,сотрудничество,Hissiyot,25
مُشَارَكَة,mushaaraka,ishtirok,участие,Hissiyot,25
اِهْتِمَام,ihtimaam,e’tibor,внимание,Hissiyot,25
إِعْجَاب,i'jaab,yoqish,симпатия,Hissiyot,25
كَرَاهِيَة,karaahiya,nafrat,ненависть,Hissiyot,25
تَفَاؤُل,tafaa'ul,optimizm,оптимизм,Hissiyot,25
تَشَاؤُم,tashaa'um,pessimizm,пессимизм,Hissiyot,25
إِلْهَام,ilhaam,ilhom,вдохновение,Hissiyot,25
ثِقَة بِالنَّفْس,thiqah bin-nafs,o‘ziga ishonch,уверенность,Hissiyot,25
خَجَل,khajal,uyat,стыд,Hissiyot,25
فَخْر,fakhr,faxr,гордость,Hissiyot,25
إِحْبَاط,ihbaat,ko‘ngli qolish,разочарование,Hissiyot,25
رِضَا,rida,qoniqish,удовлетворение,Hissiyot,25
نَدَم,nadam,afsus,сожаление,Hissiyot,25
اِشْتِيَاق,ishtiyaaq,sog‘inch,тоска,Hissiyot,25
تَحَدِّي,tahaddi,sinov,вызов,Hissiyot,25
حُلْم,hulm,orzu,мечта,Hissiyot,25
هَمّ,hamm,g‘am-tashvish,забота,Hissiyot,25
حَفْلَة,hafla,kecha tadbiri,вечеринка,Hissiyot,25
مُفَاجَأَة,mufaaja'a,sovg‘a/surpriz,сюрприз,Hissiyot,25
مُكافَأَة,mukaafa'a,mukofot,награда,Hissiyot,25
خِسَارَة,khisaara,yo‘qotish,потеря,Hissiyot,25
مَكْسَب,maksab,yutuq,выигрыш,Hissiyot,25
فَوْز,fawz,g‘alaba,победа,Hissiyot,25
هَزِيمَة,haziima,mag‘lubiyat,поражение,Hissiyot,25
قُوَّة,quwwa,kuch,сила,Hissiyot,25
ضَعْف,da'f,zaiflik,слабость,Hissiyot,25
حَاسُوب,haasuub,kompyuter,компьютер,Texnologiya,26
مِعَالِج,mu'aalij,protsessor,процессор,Texnologiya,26
ذَاكِرَة,dhaakira,xotira,память,Texnologiya,26
قُرْص,qurs,disk,диск,Texnologiya,26
قُرْص صُلْب,qurs sulb,qattiq disk,жёсткий диск,Texnologiya,26
قُرْص SSD,qurs ssd,ssd,ssd,Texnologiya,26
لَوْحَة أُم,lawhat um,ona plata,материнская плата,Texnologiya,26
بِطَاقَة رَسُوم,bitaaqat رسوم,videokarta,видеокарта,Texnologiya,26
بَطَّارِيَة,battaariya,batareya,батарея,Texnologiya,26
شَاحِن,shaahin,zaryadlovchi,зарядка,Texnologiya,26
سِلْك,silk,kabel,кабель,Texnologiya,26
مِنْفَذ,manfadh,port,порт,Texnologiya,26
سَمَّاعَة,sammaa'a,naushnik,наушники,Texnologiya,26
مِيكْرُوفُون,miikruufuun,mikrofon,микрофон,Texnologiya,26
كَمِيرَا,kamiiraa,kamera,камера,Texnologiya,26
مُكَبِّر صَوْت,mukabbir sawt,karnay,динамик,Texnologiya,26
طَابِعَة,taabi'a,printer,принтер,Texnologiya,26
مَاسِح ضَوْئِي,maasih daw'i,skaner,сканер,Texnologiya,26
نِظَام تَشْغِيل,nizaam tashghiil,operatsion tizim,операционная система,Texnologiya,26
وِينْدُوز,windows,windows,windows,Texnologiya,26
لِينُكْس,linux,linux,linux,Texnologiya,26
أَنْدْرُوِيد,android,android,android,Texnologiya,26
آي أُو إِس,ios,ios,ios,Texnologiya,26
تَطْبِيق,tatbiq,ilova,приложение,Texnologiya,26
بَرْنَامَج,barnaamaj,dastur,программа,Texnologiya,26
تَثْبِيت,tathbiit,o‘rnatish,установка,Texnologiya,26
تَشْغِيل,tashghiil,ishga tushirish,запуск,Texnologiya,26
إِعَادَة تَشْغِيل,i'aadat tashghiil,qayta yuklash,перезагрузка,Texnologiya,26
تَحْمِيل,tahmiil,yuklab olish,скачать,Texnologiya,26
رَفْع,raf',yuklash,загрузить,Texnologiya,26
تَنْزِيل,tanziil,yuklab tushirish,скачивание,Texnologiya,26
مُلَفّات,mulafaat,fayllar,файлы,Texnologiya,26
مُجَلَّد,mujallad,papka,папка,Texnologiya,26
اِتِّصَال,ittisaal,ulanish,соединение,Texnologiya,26
إِشَارَة,ishaara,signal,сигнал,Texnologiya,26
مُوَجِّه,muwajjih,router,роутер,Texnologiya,26
مَوْدِم,modim,modem,модем,Texnologiya,26
مُتَصَفِّح,mutasaffih,brauzer,браузер,Texnologiya,26
مَوْقِع,mawqi',sayt,сайт,Texnologiya,26
صَفْحَة,safha,sahifa,страница,Texnologiya,26
حِسَاب,hisaab,akkaunt,аккаунт,Texnologiya,26
تَسْجِيل,tasjiil,registratsiya,регистрация,Texnologiya,26
تَسْجِيل دُخُول,tasjiil dukhuul,login,вход,Texnologiya,26
تَسْجِيل خُرُوج,tasjiil khuruuj,logout,выход,Texnologiya,26
كَلِمَة سِر,kalimat sir,parol,пароль,Texnologiya,26
رَمْز,ramz,kod,код,Texnologiya,26
تَشْفِير,tashfiir,shifrlash,шифрование,Texnologiya,26
أَمَان,amaan,xavfsizlik,безопасность,Texnologiya,26
اِخْتِرَاق,ikhtiraaq,buzib kirish,взлом,Texnologiya,26
فَيْرُوس,fayruus,virus,вирус,Texnologiya,26
مُكَافِح فَيْرُوس,mukaafih fayruus,antivirus,антивирус,Texnologiya,26
نُسْخَة اِحْتِيَاطِيَّة,nuskhah ihtiyaatiyya,zaxira nusxa,резервная копия,Texnologiya,26
بِرْمَجَة,barmaja,dasturlash,программирование,Texnologiya,26
شِيفْرَة,shiifra,kod,код,Texnologiya,26
خَوَارِزْمِيَّة,khawaarizmiya,algoritm,алгоритм,Texnologiya,26
قَاعِدَة بَيَانَات,qaa'idat bayanaat,ma’lumotlar bazasi,база данных,Texnologiya,26
خَادِم,khaadim,server,сервер,Texnologiya,26
سَحَابَة,sahaaba,bulut,облако,Texnologiya,26
فَرِيق,farii q,jamoa,команда,Biznes,27
شَرِيك,shariik,sherik,партнёр,Biznes,27
شَرَاكَة,sharaaka,hamkorlik,партнёрство,Biznes,27
عَمِيل,amiil,mijoz,клиент,Biznes,27
مُنْتَج,muntaj,mahsulot,продукт,Biznes,27
خِدْمَة,khidma,xizmat,услуга,Biznes,27
سُوق,suuq,bozor,рынок,Biznes,27
مُنَافِس,munaafis,raqib,конкурент,Biznes,27
تَسْوِيق,taswiiq,marketing,маркетинг,Biznes,27
إِعْلَان,i'laan,reklama,реклама,Biznes,27
عَائِد,aa'id,daromad,доход,Biznes,27
نَفَقَة,nafaqa,xarajat,расход,Biznes,27
أَرْبَاح,arbaah,foydalar,прибыли,Biznes,27
مِيزَانِيَّة,miizaaniyya,budjet,бюджет,Biznes,27
خُطَّة,khutta,reja,план,Biznes,27
هَدَف,hadaf,maqsad,цель,Biznes,27
اِسْتِرَاتِيجِيَّة,istraatiijiyya,strategiya,стратегия,Biznes,27
تَحْلِيل,tahliil,tahlil,анализ,Biznes,27
تَقْرِير,taqriir,hisobot,отчёт,Biznes,27
اِجْتِمَاع,ijtimaa',yig‘ilish,встреча,Biznes,27
عَقْد,aqd,shartnoma,договор,Biznes,27
مُفَاوَضَات,mufaawadaat,muzokara,переговоры,Biznes,27
مَوْعِد,maw'id,deadline,срок,Biznes,27
مَهَمَّة,muhimma,vazifa,задача,Biznes,27
مَسْؤُولِيَّة,mas'uliyya,mas’uliyat,ответственность,Biznes,27
إِدَارَة,idaara,boshqaruv,управление,Biznes,27
قَائِد,qaa'id,lider,лидер,Biznes,27
مُدِير,mudiir,menejer,менеджер,Biznes,27
مُوَظَّف,muwazzaf,xodim,сотрудник,Biznes,27
مُرَشَّح,murashshah,nomzod,кандидат,Biznes,27
تَوْظِيف,tawziif,ishga olish,найм,Biznes,27
مُقَابَلَة,muqaabala,intervyu,собеседование,Biznes,27
سِيرَة ذَاتِيَّة,siira dhaatiyya,CV,резюме,Biznes,27
مُكَافَأَة,mukaafa'a,mukofot,награда,Biznes,27
عُلَاوَة,ulaawa,bonus,бонус,Biznes,27
رَاتِب,raatib,oylik,зарплата,Biznes,27
تَرْقِيَة,tarqiya,lavozim oshishi,повышение,Biznes,27
اِسْتِقَالَة,istiqala,ishdan ketish,увольнение,Biznes,27
شِكَايَة,shikaaya,shikoyat,жалоба,Biznes,27
تَقْيِيم,taqyiim,baholash,оценка,Biznes,27
جَوْدَة,jawda,sifat,качество,Biznes,27
مَعْيَار,ma'yaar,standart,стандарт,Biznes,27
عَمَلِيَّة,amaliyya,jarayon,процесс,Biznes,27
إِنْتَاج,intaa j,ishlab chiqarish,производство,Biznes,27
تَوْزِيع,tawzii',taqsimot,распределение,Biznes,27
مُخْتَصَر,mukhtasar,qisqa,краткий,Biznes,27
مُفَصَّل,mufassal,batafsil,подробный,Biznes,27
مَدْرَسَة,madrasa,maktab,школа,Ta’lim,28
صَف,saff,sinf,класс,Ta’lim,28
دَرْس,dars,dars,урок,Ta’lim,28
وَاجِب,wajib,uy vazifa,домашка,Ta’lim,28
اِمْتِحَان,imtihaan,imtihon,экзамен,Ta’lim,28
نَتِيجَة,natiija,natija,результат,Ta’lim,28
نُقْطَة,nuqta,baho,оценка,Ta’lim,28
مُلَخَّص,mulakhkhas,konspekt,конспект,Ta’lim,28
مَذْكَرَة,madhkara,eslatma,заметка,Ta’lim,28
مُحَاضَرَة,muhaadara,ma’ruza,лекция,Ta’lim,28
مِقْرَر,miqarrar,fan,предмет,Ta’lim,28
رِيَاضِيَّات,riyaadiyyaat,matematika,математика,Ta’lim,28
فِيزْيَاء,fiizyaa,fizika,физика,Ta’lim,28
كِيمْيَاء,kiimyaa,kimyo,химия,Ta’lim,28
أَحْيَاء,ahyaa,biologiya,биология,Ta’lim,28
تَارِيخ,taariikh,tarix,история,Ta’lim,28
جُغْرَافِيَا,jughraafiyaa,geografiya,география,Ta’lim,28
لُغَة,lugha,til,язык,Ta’lim,28
قَوَاعِد,qawaa'id,grammatika,грамматика,Ta’lim,28
مُفْرَدَات,mufradaat,lug‘at,словарь,Ta’lim,28
قِرَاءَة,qiraa'a,o‘qish,чтение,Ta’lim,28
كِتَابَة,kitaaba,yozish,письмо,Ta’lim,28
اِسْتِمَاع,istimaa',tinglash,аудирование,Ta’lim,28
مُحَادَثَة,muhaadatha,suhbat,разговор,Ta’lim,28
شَرْح,sharh,tushuntirish,объяснение,Ta’lim,28
مِثَال,mithaal,misol,пример,Ta’lim,28
سُؤَال,su'aal,savol,вопрос,Ta’lim,28
جَوَاب,jawaab,javob,ответ,Ta’lim,28
مَرْجِع,marji',manba,источник,Ta’lim,28
مَكْتَبَة,maktaba,kutubxona,библиотека,Ta’lim,28
دَفْتَر,daftar,daftar,тетрадь,Ta’lim,28
قَلَم,qalam,ruchka,ручка,Ta’lim,28
مِمْحَاة,mimhaa,o‘chirg‘ich,ластик,Ta’lim,28
مِسْطَرَة,mistara,chizg‘ich,линейка,Ta’lim,28
حَقِيبَة,hakiiba,sumka,рюкзак,Ta’lim,28
سَاعَة,saa'a,soat,час,Ta’lim,28
جَدْوَل,jadwal,jadval,расписание,Ta’lim,28
حُضُور,huduur,qatnashish,посещение,Ta’lim,28
غِيَاب,ghiyaab,kelmaslik,отсутствие,Ta’lim,28
نَجَاح,najaah,muvaffaqiyat,успех,Ta’lim,28
رُسُوب,rusuub,yiqilish,провал,Ta’lim,28
تَخَرُّج,takharruj,bitirish,выпуск,Ta’lim,28
شَهَادَة,shahaada,diplom/sertifikat,сертификат,Ta’lim,28
تَدْرِيب,tadriib,praktika,практика,Ta’lim,28
بَحْث,bahth,tadqiqot,исследование,Ta’lim,28
مَشْرُوع,mashruu',loyiha,проект,Ta’lim,28
مُسَابَقَة,musaabaqa,tanlov,конкурс,Ta’lim,28
فِكْرَة,fikra,g‘oya,идея,Ta’lim,28
مُعَلِّم,muallim,o‘qituvchi,учитель,Ta’lim,28
طَالِب,taalib,talaba,студент,Ta’lim,28
صِحَّة,sihha,sog‘liq,здоровье,Sog‘liq,29
مَرَض,marad,kasallik,болезнь,Sog‘liq,29
عَرَض,arad,belgi (simptom),симптом,Sog‘liq,29
حُمَّى,humma,isitma,жар,Sog‘liq,29
صُدَاع,sudaa',bosh og‘riq,головная боль,Sog‘liq,29
أَلَم بَطْن,alam batn,qorin og‘riq,боль в животе,Sog‘liq,29
غَثَيَان,ghathayaan,ko‘ngil aynishi,тошнота,Sog‘liq,29
قَيْء,qay',qusish,рвота,Sog‘liq,29
إِسْهَال,ishaal,ich ketish,диарея,Sog‘liq,29
إِمْسَاك,imsaak,qabziyat,запор,Sog‘liq,29
سُعَال,su'aal,yo‘tal,кашель,Sog‘liq,29
زُكَام,zukaam,shamollash,простуда,Sog‘liq,29
اِلْتِهَاب,iltihaab,yallig‘lanish,воспаление,Sog‘liq,29
جُرْح,jurh,yara,рана,Sog‘liq,29
كَسْر,kasr,sinish,перелом,Sog‘liq,29
حَرْق,harq,kuyish,ожог,Sog‘liq,29
حَسَاسِيَّة,hasaasiya,allergiya,аллергия,Sog‘liq,29
ضَغْط,daght,bosim,давление,Sog‘liq,29
سُكَّر, sukkar,qand,сахар,Sog‘liq,29
قَلْب,qalb,yurak,сердце,Sog‘liq,29
رِئَة,ri'a,o‘pka,лёгкие,Sog‘liq,29
كِلْيَة,kilya,buyrak,почка,Sog‘liq,29
مَعِدَة,ma'ida,oshqozon,желудок,Sog‘liq,29
كَبِد,kabid,jigar,печень,Sog‘liq,29
دَم,dam,qon,кровь,Sog‘liq,29
حُقْنَة,huqna,ukol,укол,Sog‘liq,29
دَوَاء,dawaa,dori,лекарство,Sog‘liq,29
حُبُوب,hubuub,tabletka,таблетки,Sog‘liq,29
شَرَاب,sharaab,sirop,сироп,Sog‘liq,29
مَرْهَم,marham,maz,мазь,Sog‘liq,29
ضِمَاد,dimaad,bint,бинт,Sog‘liq,29
لِقَاح,liqah,emlash,вакцина,Sog‘liq,29
فَحْص,fahs,tekshiruv,осмотр,Sog‘liq,29
تَحْلِيل,tahliil,analiz,анализ,Sog‘liq,29
أَشِعَّة,ashi'a,rentgen,рентген,Sog‘liq,29
مَوْعِد,maw'id,navbat vaqti,приём,Sog‘liq,29
طَوَارِئ,tawaari',tez yordam,неотложка,Sog‘liq,29
إِسْعَاف,is'aaf,tez yordam,скорая,Sog‘liq,29
عِلَاج,ilaaj,davolash,лечение,Sog‘liq,29
جِرَاحَة,jiraaha,operatsiya,операция,Sog‘liq,29
شِفَاء,shifaa,shifo,выздоровление,Sog‘liq,29
تَعَب,ta'ab,charchoq,усталость,Sog‘liq,29
نَوْم,nawm,uyqu,сон,Sog‘liq,29
رِيَاضَة,riyaada,sport,спорт,Sog‘liq,29
تَمْرِين,tamriin,mashq,упражнение,Sog‘liq,29
غِذَاء,ghidhaa,ovqatlanish,питание,Sog‘liq,29
مَاء,maa,suv,вода,Sog‘liq,29
طَبِيب,tabiib,shifokor,врач,Sog‘liq,29
مُمَرِّض,mumarrid,hamshira,медбрат,Sog‘liq,29
صَيْدَلِيَّة,saydaliyya,apteka,аптека,Sog‘liq,29
